Date,OutletID,OutletName,CashierID,CashierName,TransactionID,PaymentType,AmountKES,ItemCode,ItemName,Category,Quantity,UnitPriceKES,TotalPriceKES,CostPriceKES,ProfitKES,PrescriptionRequired,ExpiryDate,StockLevelBefore,StockLevelAfter,Voided,DiscountPercent
2024-09-29 21:29:00,OUT001,Nairobi CBD,C003,Grace Muthoni,TXN11450,M-Pesa,600.0,MED005,Metformin 500mg,Chronic,5,120,600.0,350,250.0,Yes,2025-09-29 21:29:00,40,35,No,0.0
2024-09-30 08:14:00,OUT002,Mombasa Nyali,C005,Fatma Said,TXN11193,M-Pesa,50.0,MED017,Insulin Syringe,Diabetes,1,50,50.0,25,25.0,No,2025-09-30 08:14:00,117,116,No,0.0
2024-09-30 08:32:00,OUT001,Nairobi CBD,C002,Peter Omondi,TXN10747,M-Pesa,180.0,MED006,Amlodipine 5mg,Chronic,1,180,180.0,100,80.0,Yes,2024-12-29 08:32:00,83,82,No,0.0
2024-09-30 10:15:00,OUT002,Mombasa Nyali,C005,Fatma Said,TXN10258,M-Pesa,855.0,MED006,Amlodipine 5mg,Chronic,5,180,855.0,500,355.0,Yes,2024-12-29 10:15:00,39,34,No,5.0
2024-09-30 10:51:00,OUT003,Kisumu Mega,C008,James Kiprop,TXN10594,M-Pesa,50.0,MED001,Paracetamol 500mg,Painkillers,1,50,50.0,30,20.0,No,2026-09-30 10:51:00,124,123,No,0.0
2024-09-30 12:14:00,OUT002,Mombasa Nyali,C005,Fatma Said,TXN10127,M-Pesa,200.0,MED007,Omeprazole 20mg,Gastro,1,200,200.0,120,80.0,No,2024-12-29 12:14:00,180,179,No,0.0
2024-09-30 12:26:00,OUT002,Mombasa Nyali,C006,Kevin Otieno,TXN11164,M-Pesa,50.0,MED017,Insulin Syringe,Diabetes,1,50,50.0,25,25.0,No,2024-11-29 12:26:00,85,84,No,0.0
2024-09-30 13:27:00,OUT001,Nairobi CBD,C002,Peter Omondi,TXN10159,M-Pesa,80.0,MED002,Ibuprofen 400mg,Painkillers,1,80,80.0,50,30.0,No,2025-03-29 13:27:00,114,113,No,0.0
2024-09-30 16:55:00,OUT001,Nairobi CBD,C003,Grace Muthoni,TXN10787,M-Pesa,700.0,MED004,Azithromycin 250mg,Antibiotics,2,350,700.0,400,300.0,Yes,2024-11-14 16:55:00,70,68,No,0.0
2024-09-30 17:39:00,OUT002,Mombasa Nyali,C004,Hassan Ali,TXN11444,Cash,102.0,MED012,Flu Capsules,Cold & Flu,1,120,102.0,70,32.0,No,2026-09-30 17:39:00,30,29,No,15.0
2024-09-30 19:25:00,OUT001,Nairobi CBD,C003,Grace Muthoni,TXN10725,Cash,30.0,MED015,ORS Sachets,Gastro,1,30,30.0,15,15.0,No,2025-09-30 19:25:00,54,53,No,0.0
2024-09-30 20:06:00,OUT001,Nairobi CBD,C001,Jane Wanjiku,TXN10240,M-Pesa,150.0,MED003,Amoxicillin 500mg,Antibiotics,1,150,150.0,90,60.0,Yes,2025-09-30 20:06:00,36,35,No,0.0
2024-09-30 20:53:00,OUT001,Nairobi CBD,C002,Peter Omondi,TXN10357,Cash,350.0,MED004,Azithromycin 250mg,Antibiotics,1,350,350.0,200,150.0,Yes,2025-03-29 20:53:00,30,29,No,0.0
2024-10-01 09:05:00,OUT003,Kisumu Mega,C007,Lucy Achieng,TXN10097,Cash,120.0,MED005,Metformin 500mg,Chronic,1,120,120.0,70,50.0,Yes,2025-10-01 09:05:00,134,133,No,0.0
2024-10-01 10:26:00,OUT001,Nairobi CBD,C003,Grace Muthoni,TXN11090,M-Pesa,550.0,MED014,Artemether-Lum,Antimalarials,1,550,550.0,350,200.0,Yes,2026-10-01 10:26:00,72,71,No,0.0
2024-10-01 13:55:00,OUT001,Nairobi CBD,C001,Jane Wanjiku,TXN11253,M-Pesa,50.0,MED017,Insulin Syringe,Diabetes,1,50,50.0,25,25.0,No,2025-03-30 13:55:00,167,166,No,0.0
2024-10-01 14:17:00,OUT003,Kisumu Mega,C007,Lucy Achieng,TXN10284,M-Pesa,180.0,MED006,Amlodipine 5mg,Chronic,1,180,180.0,100,80.0,Yes,2025-10-01 14:17:00,192,191,No,0.0
2024-10-01 18:24:00,OUT003,Kisumu Mega,C008,James Kiprop,TXN11115,M-Pesa,180.0,MED006,Amlodipine 5mg,Chronic,1,180,180.0,100,80.0,Yes,2025-03-30 18:24:00,34,33,No,0.0
2024-10-01 19:06:00,OUT001,Nairobi CBD,C003,Grace Muthoni,TXN11258,M-Pesa,280.0,MED020,Eye Drops 10ml,Ophthalmic,1,280,280.0,170,110.0,No,2024-11-15 19:06:00,115,114,Yes,0.0
2024-10-01 19:06:00,OUT001,Nairobi CBD,C002,Peter Omondi,TXN10232,Card,450.0,MED010,Multivitamin Plus,Vitamins,1,450,450.0,280,170.0,No,2025-03-30 19:06:00,87,86,No,0.0
2024-10-01 21:12:00,OUT001,Nairobi CBD,C001,Jane Wanjiku,TXN10294,M-Pesa,30.0,MED015,ORS Sachets,Gastro,1,30,30.0,15,15.0,No,2024-10-31 21:12:00,62,61,No,0.0
2024-10-02 09:03:00,OUT003,Kisumu Mega,C007,Lucy Achieng,TXN10241,Cash,300.0,MED013,Malaria Test Kit,Diagnostics,1,300,300.0,180,120.0,No,2024-11-01 09:03:00,152,151,No,0.0
2024-10-02 10:30:00,OUT001,Nairobi CBD,C001,Jane Wanjiku,TXN10288,Cash,90.0,MED015,ORS Sachets,Gastro,3,30,90.0,45,45.0,No,2024-12-31 10:30:00,177,174,No,0.0
2024-10-02 17:26:00,OUT001,Nairobi CBD,C001,Jane Wanjiku,TXN11428,M-Pesa,1650.0,MED014,Artemether-Lum,Antimalarials,3,550,1650.0,1050,600.0,Yes,2025-10-02 17:26:00,198,195,No,0.0
2024-10-02 20:44:00,OUT002,Mombasa Nyali,C006,Kevin Otieno,TXN10098,Cash,300.0,MED016,Zinc Tablets,Supplements,2,150,300.0,180,120.0,No,2024-12-31 20:44:00,126,124,No,0.0
2024-10-03 08:10:00,OUT002,Mombasa Nyali,C004,Hassan Ali,TXN11227,Cash,360.0,MED012,Flu Capsules,Cold & Flu,3,120,360.0,210,150.0,No,2025-01-01 08:10:00,96,93,No,0.0
2024-10-03 08:31:00,OUT001,Nairobi CBD,C002,Peter Omondi,TXN11359,M-Pesa,450.0,MED010,Multivitamin Plus,Vitamins,1,450,450.0,280,170.0,No,2024-11-17 08:31:00,50,49,No,0.0
2024-10-03 08:41:00,OUT002,Mombasa Nyali,C006,Kevin Otieno,TXN10927,Cash,180.0,MED011,Cough Syrup 100ml,Cold & Flu,1,180,180.0,100,80.0,No,2024-11-17 08:41:00,172,171,No,0.0
2024-10-03 11:09:00,OUT003,Kisumu Mega,C007,Lucy Achieng,TXN11321,M-Pesa,150.0,MED003,Amoxicillin 500mg,Antibiotics,1,150,150.0,90,60.0,Yes,2025-04-01 11:09:00,111,110,No,0.0
2024-10-03 12:37:00,OUT001,Nairobi CBD,C002,Peter Omondi,TXN10513,M-Pesa,200.0,MED007,Omeprazole 20mg,Gastro,1,200,200.0,120,80.0,No,2025-10-03 12:37:00,45,44,No,0.0
2024-10-03 13:58:00,OUT002,Mombasa Nyali,C006,Kevin Otieno,TXN10541,M-Pesa,500.0,MED009,Vitamin C 1000mg,Vitamins,2,250,500.0,300,200.0,No,2025-10-03 13:58:00,27,25,Yes,0.0
2024-10-03 15:16:00,OUT001,Nairobi CBD,C002,Peter Omondi,TXN11190,Card,200.0,MED019,Antacid Tablets,Gastro,2,100,200.0,120,80.0,No,2025-10-03 15:16:00,149,147,No,0.0
2024-10-03 16:38:00,OUT003,Kisumu Mega,C007,Lucy Achieng,TXN10011,M-Pesa,280.0,MED020,Eye Drops 10ml,Ophthalmic,1,280,280.0,170,110.0,No,2025-01-01 16:38:00,81,80,No,0.0
2024-10-03 17:17:00,OUT002,Mombasa Nyali,C005,Fatma Said,TXN10832,M-Pesa,550.0,MED014,Artemether-Lum,Antimalarials,1,550,550.0,350,200.0,Yes,2025-04-01 17:17:00,177,176,No,0.0
2024-10-03 17:21:00,OUT001,Nairobi CBD,C001,Jane Wanjiku,TXN10052,M-Pesa,120.0,MED005,Metformin 500mg,Chronic,1,120,120.0,70,50.0,Yes,2025-01-01 17:21:00,64,63,No,0.0
2024-10-03 17:37:00,OUT002,Mombasa Nyali,C005,Fatma Said,TXN10559,M-Pesa,120.0,MED012,Flu Capsules,Cold & Flu,1,120,120.0,70,50.0,No,2025-04-01 17:37:00,103,102,No,0.0
2024-10-03 20:42:00,OUT003,Kisumu Mega,C007,Lucy Achieng,TXN10638,M-Pesa,300.0,MED016,Zinc Tablets,Supplements,2,150,300.0,180,120.0,No,2025-10-03 20:42:00,191,189,No,0.0
2024-10-03 21:06:00,OUT003,Kisumu Mega,C007,Lucy Achieng,TXN10550,M-Pesa,50.0,MED001,Paracetamol 500mg,Painkillers,1,50,50.0,30,20.0,No,2025-04-01 21:06:00,96,95,No,0.0
2024-10-04 10:09:00,OUT001,Nairobi CBD,C003,Grace Muthoni,TXN11306,M-Pesa,450.0,MED010,Multivitamin Plus,Vitamins,1,450,450.0,280,170.0,No,2026-10-04 10:09:00,37,36,Yes,0.0
2024-10-04 10:18:00,OUT002,Mombasa Nyali,C006,Kevin Otieno,TXN10815,M-Pesa,300.0,MED013,Malaria Test Kit,Diagnostics,1,300,300.0,180,120.0,No,2024-11-03 10:18:00,127,126,No,0.0
2024-10-04 10:32:00,OUT003,Kisumu Mega,C009,Mary Nekesa,TXN10448,M-Pesa,450.0,MED010,Multivitamin Plus,Vitamins,1,450,450.0,280,170.0,No,2024-11-18 10:32:00,74,73,No,0.0
2024-10-04 13:02:00,OUT002,Mombasa Nyali,C005,Fatma Said,TXN10200,M-Pesa,50.0,MED017,Insulin Syringe,Diabetes,1,50,50.0,25,25.0,No,2024-12-03 13:02:00,120,119,No,0.0
2024-10-04 15:10:00,OUT003,Kisumu Mega,C008,James Kiprop,TXN10063,M-Pesa,180.0,MED011,Cough Syrup 100ml,Cold & Flu,1,180,180.0,100,80.0,No,2026-10-04 15:10:00,108,107,No,0.0
2024-10-04 15:37:00,OUT001,Nairobi CBD,C001,Jane Wanjiku,TXN11259,Cash,1100.0,MED014,Artemether-Lum,Antimalarials,2,550,1100.0,700,400.0,Yes,2025-04-02 15:37:00,177,175,No,0.0
2024-10-04 18:08:00,OUT001,Nairobi CBD,C003,Grace Muthoni,TXN10263,M-Pesa,50.0,MED017,Insulin Syringe,Diabetes,1,50,50.0,25,25.0,No,2024-12-03 18:08:00,58,57,No,
2024-10-04 18:09:00,OUT003,Kisumu Mega,C008,James Kiprop,TXN11148,M-Pesa,540.0,MED011,Cough Syrup 100ml,Cold & Flu,3,180,540.0,300,240.0,No,2025-04-02 18:09:00,50,47,No,0.0
2024-10-04 21:31:00,OUT002,Mombasa Nyali,C006,Kevin Otieno,TXN10693,M-Pesa,120.0,MED012,Flu Capsules,Cold & Flu,1,120,120.0,70,50.0,No,2025-10-04 21:31:00,43,42,No,0.0
2024-10-04 21:38:00,OUT001,Nairobi CBD,C003,Grace Muthoni,TXN10647,M-Pesa,100.0,MED017,Insulin Syringe,Diabetes,2,50,100.0,50,50.0,No,2026-10-04 21:38:00,166,164,No,0.0
2024-10-05 10:52:00,OUT002,Mombasa Nyali,C006,Kevin Otieno,TXN10858,M-Pesa,360.0,MED011,Cough Syrup 100ml,Cold & Flu,2,180,360.0,200,160.0,No,2025-01-03 10:52:00,127,125,No,0.0
2024-10-05 14:19:00,OUT001,Nairobi CBD,C003,Grace Muthoni,TXN11492,M-Pesa,180.0,MED006,Amlodipine 5mg,Chronic,1,180,180.0,100,80.0,Yes,2024-10-20 14:19:00,166,165,No,0.0
2024-10-05 14:56:00,OUT001,Nairobi CBD,C002,Peter Omondi,TXN11401,M-Pesa,240.0,MED005,Metformin 500mg,Chronic,2,120,240.0,140,100.0,Yes,2025-10-05 14:56:00,30,28,No,
2024-10-05 17:30:00,OUT001,Nairobi CBD,C001,Jane Wanjiku,TXN11449,Cash,180.0,MED006,Amlodipine 5mg,Chronic,1,180,180.0,100,80.0,Yes,2025-01-03 17:30:00,154,153,No,0.0
2024-10-05 19:17:00,OUT001,Nairobi CBD,C001,Jane Wanjiku,TXN11120,M-Pesa,60.0,MED015,ORS Sachets,Gastro,2,30,60.0,30,30.0,No,2024-12-04 19:17:00,183,181,No,0.0
2024-10-05 20:18:00,OUT002,Mombasa Nyali,C005,Fatma Said,TXN10297,M-Pesa,160.0,MED018,BP Monitor Battery,Equipment,1,200,160.0,120,40.0,No,2024-11-19 20:18:00,157,156,No,20.0
2024-10-06 08:10:00,OUT002,Mombasa Nyali,C004,Hassan Ali,TXN11386,M-Pesa,80.0,MED002,Ibuprofen 400mg,Painkillers,1,80,80.0,50,30.0,No,2025-04-04 08:10:00,78,77,No,0.0
2024-10-06 14:56:00,OUT002,Mombasa Nyali,C005,Fatma Said,TXN10791,M-Pesa,550.0,MED014,Artemether-Lum,Antimalarials,1,550,550.0,350,200.0,Yes,2024-12-05 14:56:00,189,188,No,
2024-10-06 16:03:00,OUT003,Kisumu Mega,C007,Lucy Achieng,TXN11010,M-Pesa,120.0,MED012,Flu Capsules,Cold & Flu,1,120,120.0,70,50.0,No,2024-10-21 16:03:00,138,137,No,0.0
2024-10-06 17:53:00,OUT001,Nairobi CBD,C003,Grace Muthoni,TXN11308,M-Pesa,280.0,MED020,Eye Drops 10ml,Ophthalmic,1,280,280.0,170,110.0,No,2025-04-04 17:53:00,76,75,No,
2024-10-06 18:53:00,OUT001,Nairobi CBD,C001,Jane Wanjiku,TXN10942,M-Pesa,30.0,MED015,ORS Sachets,Gastro,1,30,30.0,15,15.0,No,2025-10-06 18:53:00,109,108,No,0.0
2024-10-06 21:36:00,OUT001,Nairobi CBD,C002,Peter Omondi,TXN10364,M-Pesa,150.0,MED015,ORS Sachets,Gastro,5,30,150.0,75,75.0,No,2024-10-21 21:36:00,168,163,No,0.0
2024-10-07 11:05:00,OUT003,Kisumu Mega,C008,James Kiprop,TXN11441,M-Pesa,350.0,MED004,Azithromycin 250mg,Antibiotics,1,350,350.0,200,150.0,Yes,2025-01-05 11:05:00,113,112,No,0.0
2024-10-07 12:17:00,OUT001,Nairobi CBD,C001,Jane Wanjiku,TXN11021,Cash,550.0,MED014,Artemether-Lum,Antimalarials,1,550,550.0,350,200.0,Yes,2025-04-05 12:17:00,148,147,No,0.0
2024-10-07 17:10:00,OUT001,Nairobi CBD,C003,Grace Muthoni,TXN11432,M-Pesa,240.0,MED005,Metformin 500mg,Chronic,2,120,240.0,140,100.0,Yes,2025-04-05 17:10:00,138,136,No,0.0
2024-10-07 20:36:00,OUT001,Nairobi CBD,C001,Jane Wanjiku,TXN10937,M-Pesa,30.0,MED015,ORS Sachets,Gastro,1,30,30.0,15,15.0,No,2025-10-07 20:36:00,153,152,No,0.0
2024-10-07 21:04:00,OUT002,Mombasa Nyali,C005,Fatma Said,TXN10300,M-Pesa,60.0,MED008,Cetirizine 10mg,Allergy,1,60,60.0,35,25.0,No,2024-11-21 21:04:00,106,105,No,0.0
2024-10-08 09:06:00,OUT003,Kisumu Mega,C007,Lucy Achieng,TXN10398,M-Pesa,30.0,MED015,ORS Sachets,Gastro,1,30,30.0,15,15.0,No,2025-10-08 09:06:00,180,179,No,0.0
2024-10-08 09:33:00,OUT003,Kisumu Mega,C007,Lucy Achieng,TXN10988,M-Pesa,550.0,MED014,Artemether-Lum,Antimalarials,1,550,550.0,350,200.0,Yes,2025-01-06 09:33:00,136,135,No,0.0
2024-10-08 13:34:00,OUT003,Kisumu Mega,C007,Lucy Achieng,TXN10921,Cash,280.0,MED020,Eye Drops 10ml,Ophthalmic,1,280,280.0,170,110.0,No,2024-11-07 13:34:00,26,25,No,0.0
2024-10-08 14:11:00,OUT001,Nairobi CBD,C001,Jane Wanjiku,TXN10115,Cash,560.0,MED020,Eye Drops 10ml,Ophthalmic,2,280,560.0,340,220.0,No,2026-10-08 14:11:00,69,67,No,0.0
2024-10-08 14:50:00,OUT001,Nairobi CBD,C003,Grace Muthoni,TXN11041,Card,200.0,MED007,Omeprazole 20mg,Gastro,1,200,200.0,120,80.0,No,2026-10-08 14:50:00,180,179,Yes,0.0
2024-10-08 16:39:00,OUT001,Nairobi CBD,C001,Jane Wanjiku,TXN10462,M-Pesa,150.0,MED003,Amoxicillin 500mg,Antibiotics,1,150,150.0,90,60.0,Yes,2025-10-08 16:39:00,157,156,No,0.0
2024-10-08 19:20:00,OUT002,Mombasa Nyali,C004,Hassan Ali,TXN11132,M-Pesa,120.0,MED012,Flu Capsules,Cold & Flu,1,120,120.0,70,50.0,No,2026-10-08 19:20:00,88,87,No,0.0
2024-10-08 19:31:00,OUT001,Nairobi CBD,C002,Peter Omondi,TXN10995,M-Pesa,60.0,MED015,ORS Sachets,Gastro,2,30,60.0,30,30.0,No,2026-10-08 19:31:00,193,191,No,0.0
2024-10-09 08:40:00,OUT003,Kisumu Mega,C007,Lucy Achieng,TXN10837,Card,150.0,MED001,Paracetamol 500mg,Painkillers,3,50,150.0,90,60.0,No,2025-10-09 08:40:00,49,46,No,0.0
2024-10-09 09:27:00,OUT002,Mombasa Nyali,C006,Kevin Otieno,TXN10231,M-Pesa,1200.0,MED012,Flu Capsules,Cold & Flu,10,120,1200.0,700,500.0,No,2025-10-09 09:27:00,197,187,No,0.0
2024-10-09 09:50:00,OUT003,Kisumu Mega,C009,Mary Nekesa,TXN11161,Cash,120.0,MED012,Flu Capsules,Cold & Flu,1,120,120.0,70,50.0,No,2025-10-09 09:50:00,186,185,No,0.0
2024-10-09 10:06:00,OUT002,Mombasa Nyali,C004,Hassan Ali,TXN11475,Cash,550.0,MED014,Artemether-Lum,Antimalarials,1,550,550.0,350,200.0,Yes,2025-04-07 10:06:00,51,50,No,0.0
2024-10-09 13:45:00,OUT002,Mombasa Nyali,C004,Hassan Ali,TXN10174,M-Pesa,120.0,MED012,Flu Capsules,Cold & Flu,1,120,120.0,70,50.0,No,2025-04-07 13:45:00,163,162,No,0.0
2024-10-09 14:37:00,OUT001,Nairobi CBD,C002,Peter Omondi,TXN10753,M-Pesa,450.0,MED010,Multivitamin Plus,Vitamins,1,450,450.0,280,170.0,No,2025-04-07 14:37:00,34,33,No,
2024-10-09 15:35:00,OUT001,Nairobi CBD,C003,Grace Muthoni,TXN11318,M-Pesa,120.0,MED012,Flu Capsules,Cold & Flu,1,120,120.0,70,50.0,No,2025-04-07 15:35:00,149,148,No,0.0
2024-10-09 16:46:00,OUT003,Kisumu Mega,C007,Lucy Achieng,TXN10493,M-Pesa,160.0,MED019,Antacid Tablets,Gastro,2,100,160.0,120,40.0,No,2025-04-07 16:46:00,45,43,No,20.0
2024-10-09 20:12:00,OUT002,Mombasa Nyali,C004,Hassan Ali,TXN10535,M-Pesa,180.0,MED011,Cough Syrup 100ml,Cold & Flu,1,180,180.0,100,80.0,No,2024-12-08 20:12:00,162,161,No,0.0
2024-10-10 09:34:00,OUT002,Mombasa Nyali,C005,Fatma Said,TXN10375,M-Pesa,300.0,MED013,Malaria Test Kit,Diagnostics,1,300,300.0,180,120.0,No,2025-04-08 09:34:00,182,181,No,0.0
2024-10-10 10:11:00,OUT002,Mombasa Nyali,C005,Fatma Said,TXN10888,Card,288.0,MED006,Amlodipine 5mg,Chronic,2,180,288.0,200,88.0,Yes,2025-01-08 10:11:00,40,38,No,20.0
2024-10-10 11:13:00,OUT002,Mombasa Nyali,C004,Hassan Ali,TXN10393,M-Pesa,50.0,MED017,Insulin Syringe,Diabetes,1,50,50.0,25,25.0,No,2024-11-24 11:13:00,98,97,No,0.0
2024-10-10 14:48:00,OUT001,Nairobi CBD,C003,Grace Muthoni,TXN10596,Cash,297.5,MED004,Azithromycin 250mg,Antibiotics,1,350,297.5,200,97.5,Yes,2025-04-08 14:48:00,132,131,Yes,15.0
2024-10-10 15:13:00,OUT002,Mombasa Nyali,C004,Hassan Ali,TXN10194,Cash,144.0,MED011,Cough Syrup 100ml,Cold & Flu,1,180,144.0,100,44.0,No,2025-10-10 15:13:00,62,61,No,20.0
2024-10-10 17:07:00,OUT001,Nairobi CBD,C002,Peter Omondi,TXN10117,M-Pesa,114.0,MED012,Flu Capsules,Cold & Flu,1,120,114.0,70,44.0,No,2024-11-24 17:07:00,81,80,No,5.0
2024-10-10 20:39:00,OUT002,Mombasa Nyali,C005,Fatma Said,TXN10698,M-Pesa,120.0,MED012,Flu Capsules,Cold & Flu,1,120,120.0,70,50.0,No,2025-01-08 20:39:00,20,19,No,0.0
2024-10-10 20:58:00,OUT003,Kisumu Mega,C007,Lucy Achieng,TXN10573,M-Pesa,60.0,MED015,ORS Sachets,Gastro,2,30,60.0,30,30.0,No,2024-11-09 20:58:00,49,47,No,0.0
2024-10-10 21:01:00,OUT002,Mombasa Nyali,C005,Fatma Said,TXN10875,M-Pesa,200.0,MED019,Antacid Tablets,Gastro,2,100,200.0,120,80.0,No,2026-10-10 21:01:00,190,188,No,0.0
2024-10-11 08:17:00,OUT003,Kisumu Mega,C007,Lucy Achieng,TXN10592,M-Pesa,300.0,MED013,Malaria Test Kit,Diagnostics,1,300,300.0,180,120.0,No,2024-10-26 08:17:00,180,179,Yes,0.0
2024-10-11 08:50:00,OUT001,Nairobi CBD,C003,Grace Muthoni,TXN10790,Cash,200.0,MED007,Omeprazole 20mg,Gastro,1,200,200.0,120,80.0,No,2025-10-11 08:50:00,86,85,No,0.0
2024-10-11 11:04:00,OUT003,Kisumu Mega,C009,Mary Nekesa,TXN10069,M-Pesa,405.0,MED010,Multivitamin Plus,Vitamins,1,450,405.0,280,125.0,No,2025-10-11 11:04:00,59,58,No,10.0
2024-10-11 11:40:00,OUT002,Mombasa Nyali,C006,Kevin Otieno,TXN10593,M-Pesa,1200.0,MED012,Flu Capsules,Cold & Flu,10,120,1200.0,700,500.0,No,2025-10-11 11:40:00,44,34,No,0.0
2024-10-11 11:42:00,OUT002,Mombasa Nyali,C006,Kevin Otieno,TXN11268,Cash,500.0,MED019,Antacid Tablets,Gastro,5,100,500.0,300,200.0,No,2026-10-11 11:42:00,183,178,No,0.0
2024-10-11 13:17:00,OUT001,Nairobi CBD,C003,Grace Muthoni,TXN10421,M-Pesa,60.0,MED015,ORS Sachets,Gastro,2,30,60.0,30,30.0,No,2024-11-25 13:17:00,126,124,No,0.0
2024-10-11 15:37:00,OUT002,Mombasa Nyali,C004,Hassan Ali,TXN11347,M-Pesa,360.0,MED011,Cough Syrup 100ml,Cold & Flu,2,180,360.0,200,160.0,No,2025-01-09 15:37:00,115,113,No,0.0
2024-10-11 15:53:00,OUT001,Nairobi CBD,C001,Jane Wanjiku,TXN10417,M-Pesa,30.0,MED015,ORS Sachets,Gastro,1,30,30.0,15,15.0,No,2025-04-09 15:53:00,163,162,No,0.0
2024-10-11 17:39:00,OUT002,Mombasa Nyali,C006,Kevin Otieno,TXN11107,M-Pesa,360.0,MED012,Flu Capsules,Cold & Flu,3,120,360.0,210,150.0,No,2024-12-10 17:39:00,71,68,No,0.0
2024-10-11 18:59:00,OUT001,Nairobi CBD,C001,Jane Wanjiku,TXN10260,M-Pesa,120.0,MED012,Flu Capsules,Cold & Flu,1,120,120.0,70,50.0,No,2025-01-09 18:59:00,168,167,No,0.0
2024-10-11 19:44:00,OUT001,Nairobi CBD,C003,Grace Muthoni,TXN10520,M-Pesa,50.0,MED017,Insulin Syringe,Diabetes,1,50,50.0,25,25.0,No,2025-10-11 19:44:00,179,178,No,0.0
2024-10-11 21:12:00,OUT003,Kisumu Mega,C009,Mary Nekesa,TXN10829,Cash,500.0,MED009,Vitamin C 1000mg,Vitamins,2,250,500.0,300,200.0,No,2025-10-11 21:12:00,199,197,No,0.0
2024-10-12 11:28:00,OUT002,Mombasa Nyali,C004,Hassan Ali,TXN11336,M-Pesa,180.0,MED006,Amlodipine 5mg,Chronic,1,180,180.0,100,80.0,Yes,2026-10-12 11:28:00,163,162,No,0.0
2024-10-12 12:25:00,OUT003,Kisumu Mega,C008,James Kiprop,TXN10070,M-Pesa,50.0,MED001,Paracetamol 500mg,Painkillers,1,50,50.0,30,20.0,No,2025-01-10 12:25:00,72,71,No,
2024-10-12 12:42:00,OUT003,Kisumu Mega,C007,Lucy Achieng,TXN10895,M-Pesa,945.0,MED004,Azithromycin 250mg,Antibiotics,3,350,945.0,600,345.0,Yes,2025-04-10 12:42:00,27,24,No,10.0
2024-10-12 13:51:00,OUT002,Mombasa Nyali,C005,Fatma Said,TXN10057,M-Pesa,900.0,MED013,Malaria Test Kit,Diagnostics,3,300,900.0,540,360.0,No,2025-01-10 13:51:00,89,86,No,0.0
2024-10-12 13:59:00,OUT002,Mombasa Nyali,C005,Fatma Said,TXN10528,M-Pesa,192.0,MED012,Flu Capsules,Cold & Flu,2,120,192.0,140,52.0,No,2025-04-10 13:59:00,52,50,No,20.0
2024-10-12 14:57:00,OUT002,Mombasa Nyali,C004,Hassan Ali,TXN10030,Cash,550.0,MED014,Artemether-Lum,Antimalarials,1,550,550.0,350,200.0,Yes,2025-10-12 14:57:00,88,87,No,0.0
2024-10-12 15:11:00,OUT002,Mombasa Nyali,C006,Kevin Otieno,TXN11394,M-Pesa,550.0,MED014,Artemether-Lum,Antimalarials,1,550,550.0,350,200.0,Yes,2025-10-12 15:11:00,87,86,No,0.0
2024-10-12 15:52:00,OUT001,Nairobi CBD,C003,Grace Muthoni,TXN11154,M-Pesa,360.0,MED011,Cough Syrup 100ml,Cold & Flu,2,180,360.0,200,160.0,No,2026-10-12 15:52:00,175,173,No,0.0
2024-10-12 16:11:00,OUT001,Nairobi CBD,C003,Grace Muthoni,TXN11042,M-Pesa,180.0,MED011,Cough Syrup 100ml,Cold & Flu,1,180,180.0,100,80.0,No,2025-04-10 16:11:00,199,198,No,0.0
2024-10-12 17:03:00,OUT001,Nairobi CBD,C002,Peter Omondi,TXN10163,M-Pesa,108.0,MED012,Flu Capsules,Cold & Flu,1,120,108.0,70,38.0,No,2025-04-10 17:03:00,193,192,No,10.0
2024-10-12 20:27:00,OUT003,Kisumu Mega,C007,Lucy Achieng,TXN11128,M-Pesa,300.0,MED016,Zinc Tablets,Supplements,2,150,300.0,180,120.0,No,2025-10-12 20:27:00,55,53,No,0.0
2024-10-13 10:06:00,OUT001,Nairobi CBD,C001,Jane Wanjiku,TXN11273,M-Pesa,400.0,MED018,BP Monitor Battery,Equipment,2,200,400.0,240,160.0,No,2026-10-13 10:06:00,180,178,No,0.0
2024-10-13 10:50:00,OUT003,Kisumu Mega,C009,Mary Nekesa,TXN11453,M-Pesa,550.0,MED014,Artemether-Lum,Antimalarials,1,550,550.0,350,200.0,Yes,2025-04-11 10:50:00,21,20,No,0.0
2024-10-13 14:42:00,OUT001,Nairobi CBD,C001,Jane Wanjiku,TXN11085,M-Pesa,1000.0,MED018,BP Monitor Battery,Equipment,5,200,1000.0,600,400.0,No,2026-10-13 14:42:00,59,54,No,0.0
2024-10-13 14:44:00,OUT003,Kisumu Mega,C007,Lucy Achieng,TXN11438,M-Pesa,550.0,MED014,Artemether-Lum,Antimalarials,1,550,550.0,350,200.0,Yes,2025-01-11 14:44:00,115,114,No,0.0
2024-10-13 15:24:00,OUT001,Nairobi CBD,C003,Grace Muthoni,TXN10736,Cash,120.0,MED012,Flu Capsules,Cold & Flu,1,120,120.0,70,50.0,No,2024-11-27 15:24:00,169,168,Yes,0.0
2024-10-13 15:33:00,OUT001,Nairobi CBD,C001,Jane Wanjiku,TXN11225,M-Pesa,240.0,MED005,Metformin 500mg,Chronic,2,120,240.0,140,100.0,Yes,2025-10-13 15:33:00,163,161,No,
